id,guests,rooms,beds,baths,price,booked,available
989347301713653987?check_in=2025-01-21&check_out=2025-01-23,8,3,6,2,118.0,22,99
1253691481896434092?check_in=2025-01-21&check_out=2025-01-23,8,3,9,2,150.0,44,77
1186984129162028700?check_in=2025-01-21&check_out=2025-01-23,4,2,2,2,116.0,1,120
1050031574894104287?check_in=2025-01-21&check_out=2025-01-23,2,1,1,1,93.0,9,112
644387628476393888?check_in=2025-01-21&check_out=2025-01-23,8,3,5,2.5,190.0,42,79
665364840364289602?check_in=2025-01-21&check_out=2025-01-23,2,1,1,1,136.0,0,121
1176198809650176565?check_in=2025-01-21&check_out=2025-01-23,6,3,4,2,130.0,112,9
895002640517576080?check_in=2025-01-21&check_out=2025-01-23,2,1,1,1,127.0,32,89
44318627?check_in=2025-01-21&check_out=2025-01-23,7,3,5,2,75.0,12,109
1018079610946459895?check_in=2025-01-21&check_out=2025-01-23,6,2,3,2,95.0,9,112
993595051606235483?check_in=2025-01-21&check_out=2025-01-23,8,3,4,2,288.0,33,88
769029886387622194?check_in=2025-01-21&check_out=2025-01-23,6,2,3,1,130.0,28,93
1152165726028743143?check_in=2025-01-21&check_out=2025-01-23,8,3,4,2,185.0,64,57
1184088558934293866?check_in=2025-01-21&check_out=2025-01-23,3,1,1,1,62.0,42,79
876650113148139942?check_in=2025-01-21&check_out=2025-01-23,7,2,5,2,120.0,6,115
983594232210682408?check_in=2025-01-21&check_out=2025-01-23,6,3,3,2.5,100.0,0,121
1072417082663315670?check_in=2025-01-21&check_out=2025-01-23,6,3,3,1,122.0,12,109
47535883?check_in=2025-01-21&check_out=2025-01-23,6,2,3,2,128.0,39,82
43109415?check_in=2025-01-21&check_out=2025-01-23,8,3,4,2,225.0,32,89
45691384?check_in=2025-01-21&check_out=2025-01-23,6,2,3,1,230.0,13,108
972707644146680332?check_in=2025-01-21&check_out=2025-01-23,5,2,3,2.5,230.0,36,85
11254748?check_in=2025-01-21&check_out=2025-01-23,2,1,1,1,150.0,95,26
33999652?check_in=2025-01-21&check_out=2025-01-23,4,2,2,1,135.0,44,77
1016197940485434993?check_in=2025-01-21&check_out=2025-01-23,6,3,3,2,269.0,49,72
882279243869208009?check_in=2025-01-21&check_out=2025-01-23,2,1,1,1,167.0,71,50
53791164?check_in=2025-01-21&check_out=2025-01-23,6,3,4,2,205.0,38,83
1041354649708687345?check_in=2025-01-21&check_out=2025-01-23,2,1,1,1,109.0,28,93
1124144889124912973?check_in=2025-01-21&check_out=2025-01-23,6,3,4,1,125.0,3,118
1196222200401083779?check_in=2025-01-21&check_out=2025-01-23,4,2,2,2,275.0,80,41
703747749145089631?check_in=2025-01-21&check_out=2025-01-23,8,2,2,2,119.0,24,97
50134489?check_in=2025-01-21&check_out=2025-01-23,4,1,2,1.5,199.0,38,83
887024707206161063?check_in=2025-01-21&check_out=2025-01-23,6,2,4,1,150.0,16,105
44136429?check_in=2025-01-21&check_out=2025-01-23,7,1,4,1,99.0,46,75
1199372428324711516?check_in=2025-01-21&check_out=2025-01-23,5,2,3,1,108.0,23,98
850018733940646271?check_in=2025-01-21&check_out=2025-01-23,6,3,4,2,195.0,21,100
